µA1,µA2,µA3,µA4,µA5,µA6,µA7,µA8
0.0,-0.0039935111999511,-0.0041127204895019,-0.0006258487701413,-0.0020861625671386,0.0,-2.98023223876953e-05,-0.0019073486328123
-0.0058747828006744,-0.0008631614036858,0.0,0.0,-0.00128272222355,-0.0004245084710419,0.0,-0.001673741887013
0.0,0.0,0.0,-0.000269336548323,0.0,-0.0021980958990752,0.0,-0.0015449089308579
-0.001221766821102,0.0,-0.0023514874076204,-0.0004854444987998,-0.0009373251247086,-0.0034594661371167,-0.0011172935327672,-0.0038365342313827
-0.0017579518304936,-0.0020851068601703,-0.0022860906408299,-0.001615279215801,0.0,-0.001318492405491,0.0,-0.0032444252852942
0.0,-0.0010938075278503,-0.0020054437829981,0.0,-0.0021948147870068,0.0,-0.0046443117469504,0.0
-0.0022750390057207,-0.0075701417887973,0.0,0.0,-0.0007316049290023,0.0,-0.0021105272304535,-0.0023327414757786
-0.0057444364453355,-0.0012128342253465,-0.0018760661727615,-0.0028301049799965,0.0,-0.00203144736588,-0.0024362682149956,-0.0007892085704952
0.0,0.0,-0.0011211959645151,-0.0022958944706865,-0.0003999230102635,-0.0017832498997449,-0.00312988861249,0.0
-0.0004172325134277,0.0,-0.0019584383283341,-0.0010430812835693,-0.0011846423149107,0.0,-0.004053115844726,-0.003218650817871
-0.0041127204895018,-0.0047981739044189,-0.0046491622924803,0.0,-0.0019446015357969,-0.0065565109252929,-0.003906396719125,-0.0015497207641601
-0.003152003046125,-0.0012326927389949,-0.0011948702324712,-0.0002527958713471,-0.0032061579986473,-0.0002289889380335,-0.0022070195812439,-0.0008774222806096
-0.0023316242732105,-0.003654888132587,-0.001393674340631,0.0,-0.0001018997863864,-0.0016783596947789,-0.0002780356086211,-7.62520357966423e-05
-0.0028564006646547,-0.0001239171719767,-0.0003499729741101,-0.0002407867866249,-0.004713453420216,0.0,-0.0006037765931632,0.0
-0.0028471560955273,-0.0018022629905397,0.0,-0.001199197518078,-0.0035903381354045,-0.0011045399780419,-0.0009310150258852,-0.0045861052005926
-0.0033517269611128,-0.0012971785377805,-0.0018111040268876,-0.0019002440102422,-0.0028469635003372,-0.0041343109334163,-0.0027002833327372,-0.002089615014251
-0.0014351337591729,-0.0015450128817341,-0.0002631033721506,-0.0052428405327109,-0.003154359690135,-0.0009002068481396,0.0,0.0
-0.0043440959416328,0.0,-0.000173076322036,-0.0052810355555266,-0.0034743789001366,-0.0043953648613144,-0.0038300999082045,-0.0021839514374733
-0.0020932056941092,-0.0002598098944872,-0.000848717588399,-0.0007986382115632,-0.0018006321624851,-0.0008482544217258,-0.001781906646031,0.0
0.0,0.0,-0.0012355276964874,-0.0022673447089882,-0.0040280000052992,0.0,-0.0035381591051825,-0.0015600210402558
0.0,-0.0010238930961057,0.0,-0.0013184068076288,-0.0076732563025189,-0.0008556362314621,0.0,0.0
-0.0017151045365559,0.0,-0.0010377599497968,0.0,-0.0059762073510454,0.0,-0.0021775964477839,-0.0024248105364588
-0.001605643416889,-0.0047979503988896,-0.0018559043175754,-0.0006295247227833,-0.0019920691170151,-0.0008523454692006,-0.0054850671192755,-0.0026838296677517
-0.000542507980816,-0.001718824096553,-0.0017203743689478,-6.25815482069303e-06,0.0,-0.0042339175516326,-0.0005670968117632,-0.004373360273654
0.0,-0.0019775579016383,-0.0058763788441483,-0.0012903402196706,-0.0033369470635573,-0.0009397694192206,-0.0028016838772977,-0.0012945192975251
-0.0042196917100179,-8.87364505750554e-05,-0.0055677129527264,-0.0014117370101467,-0.0055004349351403,-0.006371733673227,-0.0069551379751655,-0.0023771268206384
0.0,-0.0003474702556603,-0.0047169272667941,-0.0026958190749967,-0.0010493460960014,0.0,-0.0010834933512469,-0.0021593087937282
-0.0003014918183907,0.0,-0.0029349757824092,-0.001146050635725,-0.0042356007422007,-0.0015068799257278,-0.0023629086521954,0.0
-0.0043834332609549,0.0,-0.0045752094592898,-0.0022712823313969,-0.0040295766666528,-0.0023078173398971,0.0,-0.0025953922886398
-0.0035172749387413,-0.0016580496143263,-0.0027932579749048,-0.0007215138921253,0.0,-0.0038521320640669,-0.0010574392047942,-0.0004871374342985
-0.0016540434441536,0.0,-0.0014656351307694,0.0,-0.0027647424737133,-0.0015428158699353,-0.004125991930789,-0.0040840166730133
0.0,-0.0021784085300676,-0.0021106435557539,-0.0040343413802639,0.0,0.0,-0.0067384429025966,-0.0018287640887047
0.0,0.0,-6.7764974313822e-05,0.0,-0.0033381644553762,-0.0042540996253861,-0.0059922983629664,-0.0001804345871852
-0.0004130942929382,0.0,0.0,-0.000246909065968,-0.0027018679405051,-0.0028989233410127,-0.0034579883394778,-0.0033006789098092
-0.0017122101321412,0.0,-0.0020185383364489,-0.0002616354230204,-0.0049259436024922,0.0,-0.0002086493579588,-0.0011743299407993
0.0,-0.0005765540022755,-0.0032266704037852,-9.59924456318539e-05,-0.0047061669932098,-0.0031997291614257,-0.0009134589553721,0.0
-0.0006597893130187,0.0,-0.0021876060480359,-0.0005875559608874,-0.0035923825477751,-0.0022574706256803,-0.0054127420342005,-0.0034704087366747
-0.0039113365346565,-0.0014257966540753,-0.0023603788577019,-0.0001514417817816,-0.0020103606705859,-0.0051713723223656,-0.0008492154148199,-0.0013623561244457
-0.0006782211130484,-0.0016736448742449,-0.0009774812497197,-0.0005042093107476,-0.0013274994368349,-0.0011467200238257,-0.0058409273903352,0.0
0.0,0.0,-0.0028189658662128,-0.00388250503887,0.0,0.0,-0.0027079717202229,-0.0009934202571301
0.0,0.0,-0.0041653631748108,-8.42140301841043e-05,-0.0019700138767079,0.0,-0.0052997722128282,-0.0029802607713903
-0.0002283017269965,-0.0015566684573161,-0.0020335198818294,0.0,-0.0012724787990722,-0.0004861007490777,-0.0079123182243744,-0.003933878022555
-0.0019153296144489,0.0,-0.0029030800322242,-9.81522154271941e-05,-0.0020665987001678,0.0,-0.0114578291193061,-0.0011523469547839
-0.0003004762610153,-0.0029218645067885,-0.0023603788577018,-0.0018310965970158,-0.0019149932389453,-0.0043726565005878,-0.0121396439214854,-0.0012421805877238
0.0,-0.0013100652722641,-0.0059842714108525,-0.0005530891939997,-0.0012321320051944,0.0,-0.0096212724880216,-0.003168563125655
-0.0020350728716167,0.0,-0.0020861625671385,-0.0027418136596679,-0.0023841857910152,-0.0023245811462402,-0.0082791639597757,0.0
