µA1,µA2,µA3,µA4,µA5,µA6,µA7,µA8
-0.0032782554626464,-0.0009685754775999,-0.0012367963790893,-0.0002043587820869,-0.0013411045074462,-0.0020861625671386,-0.0004967053731282,-0.0022798776626586
-0.0015593250282108,-0.0003874738467856,-0.0010550284059718,-0.0013542760695728,-0.0012993987184017,0.0,-0.0003035917567709,0.0
-0.0015401165001094,-0.0006258051143957,-0.0018655991880223,-0.0008936705333842,-0.0002503220457583,0.0,0.0,-0.0005352339940145
-0.0022392971427774,-6.66379357934788e-05,-0.002769875492189,-0.0001656522439764,0.0,0.0,-0.000836804701758,0.0
-0.000995845529895,-0.0009151695446854,-0.0003226040766649,-0.0017912290184812,-0.0020581292672383,0.0,0.0,-6.21277436686218e-05
0.0,-0.0025418998522868,0.0,-0.0036583385038395,-0.0002068472342264,-0.0041699727782098,-0.0003506088439444,-0.0006871877906504
-0.0018974509836985,-0.00052940851196,-0.0008227666523423,-0.0009923808545162,-0.0017378791317864,0.0,-0.0005937067728512,-0.0016028077431353
-0.0007296200945144,-0.0014007528079671,-0.0010967487469315,-0.0007411997233115,-0.0023210159270092,-0.00430214115315,0.0,-0.0025252063226486
-0.0031645500308107,-0.0011622469173742,0.0,-0.0017111056617324,-0.0021493324311449,-0.0009960494935511,-0.0037119920866993,-0.0031627797787742
0.0,0.0,-0.0017881393432616,-0.0023841857910154,-0.0020116567611693,-0.0029669867621526,-0.0009445043710561,-0.0038402421133857
-0.0026159816318085,0.0,-0.0022649765014647,-0.0015667506626672,-0.0025779008865355,0.0,-0.0029435524573692,-0.0006897108895436
0.0,-0.0008047063602132,-0.0013947719708084,-0.0031935051083563,-0.0012481323210522,-0.004514068779018,0.0,-0.0008903360659521
-0.0009922918656631,0.0,-0.0003337627276777,0.0,0.0,-0.0040690000686378,-0.0031251155842954,-0.0005742352056715
-0.0022086467674946,-0.0019143819238307,-0.0010845819804701,-0.0013978130912141,-0.0023748413577154,-0.0012767650327695,-0.0017890392182241,-0.0036424009970989
-5.61839005746578e-05,0.0,-0.001823234466801,-0.0018092534826268,-0.0019985246224628,-0.0013401454943593,-0.0023593755798529,0.0
-0.0014802913869682,-0.0010377599497968,-0.0015146256406207,-0.0034359552576075,-0.000147242589451,-0.0027924432100674,-0.0005383271507657,-0.0030373137846516
