µA5
-0.0094175338745116
-0.003606849350035
0.0
-0.0062176004558616
0.0
-0.0051329899427706
-0.0044925467371083
-0.004813686246052
-0.0090145913418379
-0.0101625919342037
-0.0073909759521478
-0.0040984305087471
-0.0062727776821696
-0.0051634057165042
-0.0164438914659201
0.0
-0.0036580817102522
-0.0111317785922431
-0.0018620339687908
-0.0059978707433597
-0.0125099849107444
0.0
-0.0106914297937488
-0.0071899636388679
-0.0098873805406276
0.0
-0.0178751542995433
0.0
-0.0138950223724043
-0.0031056806613935
-0.0023234303305355
-0.0072133128335256
-0.0126299455593084
-0.0170929815675769
-0.0124955803272429
-0.0092799832306984
-0.0099277907305988
-0.0120131298899644
-0.0071398292978599
-0.0042183006972008
-0.0024823760499368
-0.0016502126544897
0.0
-0.0004192261258139
-0.0093360674024246
-0.0077833731969193
-0.0107536713282261
-0.0113467443346349
-0.0036338897189117
0.0
-0.005970700555237
-0.011766648319171
-0.0102138174993475
-0.0129560697435701
-0.0151971908053372
-0.0145981709162384
-0.0025480985641468
-0.0200688906867668
0.0
-0.0121776607212722
-0.0044259468448083
-0.0128594001400534
-0.0032003376307769
-0.0049889155585934
-0.0043690136711419
-0.0037734058079429
-0.0079426208865571
0.0
0.0
-0.0088542143427737
-0.0029592036972666
0.0
-0.0024122333572259
-0.0121331249829375
-0.0041985476855178
-0.0120120906784169
-0.0040881824356436
-0.0023491192000954
-0.0049156284377909
-0.0079607998486588
-0.0019335711840519
-0.0221431255340554
-0.0032484531402563
-0.0096297299023693
-0.0117087329272155
-0.0266748332931617
-0.001107950196873
-0.0117666530746061
-0.0052732563064424
-0.006411079084498
-0.0051522220019224
-0.0074803829193088
-0.009328126907346
-0.0090336834546153
-0.0106358493212586
-0.0065284633590798
-0.0143401813370101
-0.0211841869491183
-0.0084919071243142
-0.0205969845410419
-0.010278221452607
-0.0080781841232409
-0.0020616245132806
-0.0041372585433577
-0.0030082798049795
-0.0040250682785154
-0.0018232059341801
0.0
-0.0149818015132805
-0.0079673554864704
-0.0113147470983666
-0.0106183934177478
-0.0117088103191638
-0.0113581872089088
-0.0072033953700905
-0.0087706494297097
-0.0079537176983134
-0.0080799468544788
-0.0077398850183182
-0.0002484714981955
-0.0218349839234455
0.0
-0.0216329043522813
-0.011745696721931
0.0
-0.0053447511163506
-0.0102418634924073
-0.000841915607449
-0.0143274664878812
-0.0182789590326105
-0.0060099337133546
-0.0161616253818573
-0.0010395789043674
-0.0149940705402064
-0.0137003016506072
0.0
0.0
-0.0088587403297399
-0.0027939677238441
-0.0100833203759955
-0.0116425726446304
-0.0136880326236801
-0.0100100779430655
-0.0015532231433578
-0.0031204772029775
0.0
-0.0007647249731232
0.0
-0.0007189165966029
-0.0031787088704472
0.0
-0.0219391849055012
-0.0024707748517391
-0.0092221015494116
-0.0159797351968215
-0.0198771658292742
-0.0075565198051673
-0.0133612990704326
-0.0048601436553426
-0.00016737855614
-0.0040639892543312
-0.0070069256361162
-0.0086385598328426
-0.0124096542917458
-0.0110610562497027
-0.0098324874314719
-0.0116977468639081
-0.004151085699486
-0.0213991368273649
0.0
-0.0115430764204946
-0.0140099955783382
-0.0106300462705402
-0.0074933404507798
-0.0094810257787245
-0.0157618538334761
-0.0163158110808538
-0.0100804521014904
-0.0045595289251703
-0.0036814610915931
-0.0090085832643941
-0.0124291767386442
-0.0153673197770378
-0.0102040560349144
-0.0303115533745779
-0.0108431748863609
-0.0013835518114732
-0.0176787485572077
-0.0077470816675089
-0.01878994278901
