V,µA,V.1,µA.1,V.2,µA.2,V.3,µA.3,V.4,µA.4,V.5,µA.5,V.6,µA.6,V.7,µA.7
-0.301055908203125,-0.0874996185302734,-0.301055908203125,-0.282526016235352,-0.301055908203125,-0.0255107879638672,-0.301055908203125,-0.463724136352539,-0.301055908203125,-0.0474452972412109,-0.301055908203125,-0.139951705932617,-0.301055908203125,-0.208139419555664,-0.301055908203125,-0.0746250152587891
-0.301993370056152,-0.0851154327392578,-0.301993370056152,-0.280618667602539,-0.301993370056152,-0.0240802764892578,-0.301993370056152,-0.460386276245117,-0.301993370056152,-0.0469684600830078,-0.301993370056152,-0.138998031616211,-0.301993370056152,-0.20909309387207,-0.301993370056152,-0.0731945037841797
-0.303009033203125,-0.0860691070556641,-0.303009033203125,-0.280141830444336,-0.303009033203125,-0.0245571136474609,-0.303009033203125,-0.458955764770508,-0.303009033203125,-0.0464916229248047,-0.303009033203125,-0.137090682983398,-0.303009033203125,-0.211477279663086,-0.303009033203125,-0.0736713409423828
-0.304024696350098,-0.0865459442138672,-0.304024696350098,-0.280141830444336,-0.304024696350098,-0.0250339508056641,-0.304024696350098,-0.459432601928711,-0.304024696350098,-0.0455379486083984,-0.304024696350098,-0.136137008666992,-0.304024696350098,-0.215291976928711,-0.304024696350098,-0.0722408294677734
-0.304962158203125,-0.0865459442138672,-0.304962158203125,-0.279664993286133,-0.304962158203125,-0.0240802764892578,-0.304962158203125,-0.460386276245117,-0.304962158203125,-0.0469684600830078,-0.304962158203125,-0.136613845825195,-0.304962158203125,-0.218629837036133,-0.304962158203125,-0.0731945037841797
-0.305977821350098,-0.0855922698974609,-0.305977821350098,-0.279664993286133,-0.305977821350098,-0.0250339508056641,-0.305977821350098,-0.459909439086914,-0.305977821350098,-0.0464916229248047,-0.305977821350098,-0.137090682983398,-0.305977821350098,-0.222444534301758,-0.305977821350098,-0.0727176666259766
-0.30699348449707,-0.0865459442138672,-0.30699348449707,-0.27918815612793,-0.30699348449707,-0.0236034393310547,-0.30699348449707,-0.459432601928711,-0.30699348449707,-0.0469684600830078,-0.30699348449707,-0.13422966003418,-0.30699348449707,-0.226736068725586,-0.30699348449707,-0.0717639923095703
-0.307930946350098,-0.0874996185302734,-0.307930946350098,-0.279664993286133,-0.307930946350098,-0.0240802764892578,-0.307930946350098,-0.460386276245117,-0.307930946350098,-0.0464916229248047,-0.307930946350098,-0.13279914855957,-0.307930946350098,-0.225305557250977,-0.307930946350098,-0.0722408294677734
-0.30894660949707,-0.0879764556884766,-0.30894660949707,-0.27918815612793,-0.30894660949707,-0.0236034393310547,-0.30894660949707,-0.459909439086914,-0.30894660949707,-0.0460147857666016,-0.30894660949707,-0.13422966003418,-0.30894660949707,-0.237226486206055,-0.30894660949707,-0.0727176666259766
-0.309962272644043,-0.0883340835571289,-0.309962272644043,-0.279664993286133,-0.309962272644043,-0.0240802764892578,-0.309962272644043,-0.461339950561523,-0.309962272644043,-0.0464916229248047,-0.309962272644043,-0.13279914855957,-0.309962272644043,-0.239133834838867,-0.309962272644043,-0.0712871551513672
-0.31089973449707,-0.0889301300048828,-0.31089973449707,-0.27918815612793,-0.31089973449707,-0.0245571136474609,-0.31089973449707,-0.46086311340332,-0.31089973449707,-0.0464916229248047,-0.31089973449707,-0.133275985717773,-0.31089973449707,-0.241994857788086,-0.31089973449707,-0.0717639923095703
-0.311915397644043,-0.0889301300048828,-0.311915397644043,-0.280141830444336,-0.311915397644043,-0.0240802764892578,-0.311915397644043,-0.461816787719727,-0.311915397644043,-0.0460147857666016,-0.311915397644043,-0.132322311401367,-0.311915397644043,-0.249147415161133,-0.311915397644043,-0.0727176666259766
-0.312931060791016,-0.0884532928466797,-0.312931060791016,-0.280141830444336,-0.312931060791016,-0.0245571136474609,-0.312931060791016,-0.462770462036133,-0.312931060791016,-0.0461339950561523,-0.312931060791016,-0.131845474243164,-0.312931060791016,-0.255823135375977,-0.312931060791016,-0.0722408294677734
-0.313946723937988,-0.0894069671630859,-0.313946723937988,-0.279664993286133,-0.313946723937988,-0.0240802764892578,-0.313946723937988,-0.463724136352539,-0.313946723937988,-0.0460147857666016,-0.313946723937988,-0.131130218505859,-0.313946723937988,-0.258207321166992,-0.313946723937988,-0.0717639923095703
-0.314884185791016,-0.0908374786376953,-0.314884185791016,-0.279664993286133,-0.314884185791016,-0.0240802764892578,-0.314884185791016,-0.462770462036133,-0.314884185791016,-0.0460147857666016,-0.314884185791016,-0.129938125610352,-0.314884185791016,-0.265836715698242,-0.314884185791016,-0.0717639923095703
-0.315899848937988,-0.0913143157958984,-0.315899848937988,-0.279664993286133,-0.315899848937988,-0.0236034393310547,-0.315899848937988,-0.464200973510742,-0.315899848937988,-0.0464916229248047,-0.315899848937988,-0.130414962768555,-0.315899848937988,-0.269651412963867,-0.315899848937988,-0.0727176666259766
-0.316915512084961,-0.0913143157958984,-0.316915512084961,-0.280141830444336,-0.316915512084961,-0.0245571136474609,-0.316915512084961,-0.463724136352539,-0.316915512084961,-0.0469684600830078,-0.316915512084961,-0.130414962768555,-0.316915512084961,-0.276803970336914,-0.316915512084961,-0.0727176666259766
-0.317852973937988,-0.0917911529541016,-0.317852973937988,-0.280141830444336,-0.317852973937988,-0.0240802764892578,-0.317852973937988,-0.464200973510742,-0.317852973937988,-0.0474452972412109,-0.317852973937988,-0.128030776977539,-0.317852973937988,-0.282526016235352,-0.317852973937988,-0.0717639923095703
-0.318868637084961,-0.0927448272705078,-0.318868637084961,-0.280618667602539,-0.318868637084961,-0.0236034393310547,-0.318868637084961,-0.464200973510742,-0.318868637084961,-0.0460147857666016,-0.318868637084961,-0.129938125610352,-0.318868637084961,-0.287294387817383,-0.318868637084961,-0.0736713409423828
-0.319884300231934,-0.0941753387451172,-0.319884300231934,-0.281095504760742,-0.319884300231934,-0.0250339508056641,-0.319884300231934,-0.466108322143555,-0.319884300231934,-0.0469684600830078,-0.319884300231934,-0.127553939819336,-0.319884300231934,-0.29444694519043,-0.319884300231934,-0.0727176666259766
-0.320821762084961,-0.0932216644287109,-0.320821762084961,-0.280618667602539,-0.320821762084961,-0.0231266021728516,-0.320821762084961,-0.466108322143555,-0.320821762084961,-0.0464916229248047,-0.320821762084961,-0.128030776977539,-0.320821762084961,-0.299215316772461,-0.320821762084961,-0.0727176666259766
-0.321837425231934,-0.0932216644287109,-0.321837425231934,-0.281095504760742,-0.321837425231934,-0.0245571136474609,-0.321837425231934,-0.466108322143555,-0.321837425231934,-0.0464916229248047,-0.321837425231934,-0.127553939819336,-0.321837425231934,-0.306367874145508,-0.321837425231934,-0.0727176666259766
-0.322853088378906,-0.0951290130615234,-0.322853088378906,-0.281095504760742,-0.322853088378906,-0.0250339508056641,-0.322853088378906,-0.466585159301758,-0.322853088378906,-0.0464916229248047,-0.322853088378906,-0.127553939819336,-0.322853088378906,-0.310182571411133,-0.322853088378906,-0.0731945037841797
-0.323868751525879,-0.0956058502197266,-0.323868751525879,-0.281095504760742,-0.323868751525879,-0.0240802764892578,-0.323868751525879,-0.466585159301758,-0.323868751525879,-0.0464916229248047,-0.323868751525879,-0.127673149108887,-0.323868751525879,-0.319242477416992,-0.323868751525879,-0.0731945037841797
-0.324806213378906,-0.0951290130615234,-0.324806213378906,-0.281095504760742,-0.324806213378906,-0.0240802764892578,-0.324806213378906,-0.467538833618164,-0.324806213378906,-0.0464916229248047,-0.324806213378906,-0.127553939819336,-0.324806213378906,-0.32496452331543,-0.324806213378906,-0.0741481781005859
-0.325821876525879,-0.0970363616943359,-0.325821876525879,-0.281095504760742,-0.325821876525879,-0.0245571136474609,-0.325821876525879,-0.468015670776367,-0.325821876525879,-0.0464916229248047,-0.325821876525879,-0.128030776977539,-0.325821876525879,-0.331640243530273,-0.325821876525879,-0.0736713409423828
-0.326837539672852,-0.0979900360107422,-0.326837539672852,-0.281095504760742,-0.326837539672852,-0.0236034393310547,-0.326837539672852,-0.467538833618164,-0.326837539672852,-0.0464916229248047,-0.326837539672852,-0.12660026550293,-0.326837539672852,-0.336885452270508,-0.326837539672852,-0.0741481781005859
-0.327775001525879,-0.0994205474853516,-0.327775001525879,-0.281095504760742,-0.327775001525879,-0.0250339508056641,-0.327775001525879,-0.469446182250977,-0.327775001525879,-0.0464916229248047,-0.327775001525879,-0.127553939819336,-0.327775001525879,-0.345468521118164,-0.327775001525879,-0.0731945037841797
-0.328790664672852,-0.100374221801758,-0.328790664672852,-0.281572341918945,-0.328790664672852,-0.0245571136474609,-0.328790664672852,-0.470399856567383,-0.328790664672852,-0.0464916229248047,-0.328790664672852,-0.127077102661133,-0.328790664672852,-0.354528427124023,-0.328790664672852,-0.0731945037841797
-0.329806327819824,-0.101327896118164,-0.329806327819824,-0.282526016235352,-0.329806327819824,-0.0226497650146484,-0.329806327819824,-0.470399856567383,-0.329806327819824,-0.0464916229248047,-0.329806327819824,-0.128507614135742,-0.329806327819824,-0.362634658813477,-0.329806327819824,-0.0746250152587891
-0.330743789672852,-0.102758407592773,-0.330743789672852,-0.283002853393555,-0.330743789672852,-0.0240802764892578,-0.330743789672852,-0.470876693725586,-0.330743789672852,-0.0464916229248047,-0.330743789672852,-0.128507614135742,-0.330743789672852,-0.36931037902832,-0.330743789672852,-0.0765323638916016
-0.331759452819824,-0.10228157043457,-0.331759452819824,-0.282049179077148,-0.331759452819824,-0.0250339508056641,-0.331759452819824,-0.470876693725586,-0.331759452819824,-0.0464916229248047,-0.331759452819824,-0.129461288452148,-0.331759452819824,-0.377416610717773,-0.331759452819824,-0.0736713409423828
-0.332775115966797,-0.103235244750977,-0.332775115966797,-0.282049179077148,-0.332775115966797,-0.0245571136474609,-0.332775115966797,-0.471830368041992,-0.332775115966797,-0.0462532043457031,-0.332775115966797,-0.128984451293945,-0.332775115966797,-0.386953353881836,-0.332775115966797,-0.0746250152587891
-0.333712577819824,-0.105142593383789,-0.333712577819824,-0.283002853393555,-0.333712577819824,-0.0245571136474609,-0.333712577819824,-0.471830368041992,-0.333712577819824,-0.0460147857666016,-0.333712577819824,-0.128030776977539,-0.333712577819824,-0.394105911254883,-0.333712577819824,-0.0746250152587891
-0.334728240966797,-0.107049942016602,-0.334728240966797,-0.283002853393555,-0.334728240966797,-0.0250339508056641,-0.334728240966797,-0.473260879516602,-0.334728240966797,-0.0460147857666016,-0.334728240966797,-0.128984451293945,-0.334728240966797,-0.400781631469727,-0.334728240966797,-0.0751018524169922
-0.335742950439453,-0.108003616333008,-0.335742950439453,-0.283002853393555,-0.335742950439453,-0.0231266021728516,-0.335742950439453,-0.473737716674805,-0.335742950439453,-0.0460147857666016,-0.335742950439453,-0.129461288452148,-0.335742950439453,-0.411748886108398,-0.335742950439453,-0.0751018524169922
-0.336758613586426,-0.108957290649414,-0.336758613586426,-0.283479690551758,-0.336758613586426,-0.0245571136474609,-0.336758613586426,-0.474214553833008,-0.336758613586426,-0.0460147857666016,-0.336758613586426,-0.127077102661133,-0.336758613586426,-0.418901443481445,-0.336758613586426,-0.0760555267333984
-0.33769702911377,-0.109434127807617,-0.33769702911377,-0.283479690551758,-0.33769702911377,-0.0255107879638672,-0.33769702911377,-0.474214553833008,-0.33769702911377,-0.0458955764770508,-0.33769702911377,-0.130414962768555,-0.33769702911377,-0.429868698120117,-0.33769702911377,-0.0765323638916016
-0.338711738586426,-0.111818313598633,-0.338711738586426,-0.283479690551758,-0.338711738586426,-0.0255107879638672,-0.338711738586426,-0.475168228149414,-0.338711738586426,-0.0460147857666016,-0.338711738586426,-0.128984451293945,-0.338711738586426,-0.437021255493164,-0.338711738586426,-0.0767707824707031
