V,µA,V.1,µA.1,V.2,µA.2,V.3,µA.3,V.4,µA.4,V.5,µA.5,V.6,µA.6,V.7,µA.7
-0.0009765625,-2.63477325439453,-0.0009765625,-1.66726589202881,-0.0009765625,-0.723128318786621,-0.0009765625,-2.53511428833008,-0.0009765625,-0.984435081481934,-0.0009765625,-0.657801628112793,-0.0009765625,-0.465154647827148,-0.0009765625,-0.613927841186523
-0.00191402435302734,-2.5384521484375,-0.0019140243530273,-1.63627147674561,-0.0019140243530273,-0.719790458679199,-0.0019140243530273,-2.49982833862305,-0.0019140243530273,-0.98538875579834,-0.0019140243530273,-0.646834373474121,-0.0019140243530273,-0.430822372436523,-0.0019140243530273,-0.583410263061523
-0.0029296875,-2.52891540527344,-0.0029296875,-1.63293361663818,-0.0029296875,-0.719313621520996,-0.0029296875,-2.48886108398438,-0.0029296875,-0.975613594055176,-0.0029296875,-0.636820793151855,-0.0029296875,-0.440835952758789,-0.0029296875,-0.57673454284668
-0.00394535064697266,-2.53320693969727,-0.0039453506469726,-1.61910533905029,-0.0039453506469726,-0.728492736816406,-0.0039453506469726,-2.45929718017578,-0.0039453506469726,-0.969176292419434,-0.0039453506469726,-0.64063549041748,-0.0039453506469726,-0.437021255493164,-0.0039453506469726,-0.588178634643555
-0.0048828125,-2.51461029052734,-0.0048828125,-1.60670757293701,-0.0048828125,-0.731711387634277,-0.0048828125,-2.45786666870117,-0.0048828125,-0.963454246520996,-0.0048828125,-0.640158653259277,-0.0048828125,-0.442743301391602,-0.0048828125,-0.573396682739258
-0.00589847564697266,-2.49982833862305,-0.0058984756469726,-1.60050868988037,-0.0058984756469726,-0.743155479431152,-0.0058984756469726,-2.42782592773438,-0.0058984756469726,-0.93818187713623,-0.0058984756469726,-0.638251304626465,-0.0058984756469726,-0.43797492980957,-0.0058984756469726,-0.58436393737793
-0.00691413879394531,-2.51127243041992,-0.0069141387939453,-1.60050868988037,-0.0069141387939453,-0.724081993103027,-0.0069141387939453,-2.43497848510742,-0.0069141387939453,-0.94724178314209,-0.0069141387939453,-0.624418258666992,-0.0069141387939453,-0.429868698120117,-0.0069141387939453,-0.586748123168945
-0.00792980194091797,-2.48218536376953,-0.0079298019409179,-1.59907817840576,-0.0079298019409179,-0.705008506774902,-0.0079298019409179,-2.40827560424805,-0.0079298019409179,-0.961546897888184,-0.0079298019409179,-0.617742538452148,-0.0079298019409179,-0.427007675170898,-0.0079298019409179,-0.584840774536133
-0.00886726379394531,-2.48027801513672,-0.0088672637939453,-1.60718441009521,-0.0088672637939453,-0.71073055267334,-0.0088672637939453,-2.41495132446289,-0.0088672637939453,-0.936274528503418,-0.0088672637939453,-0.629191398620605,-0.0088672637939453,-0.441312789916992,-0.0088672637939453,-0.566720962524414
-0.00988292694091797,-2.47217178344727,-0.0098829269409179,-1.57809734344482,-0.0098829269409179,-0.705008506774902,-0.0098829269409179,-2.37537384033203,-0.0098829269409179,-0.942950248718262,-0.0098829269409179,-0.62108039855957,-0.0098829269409179,-0.464677810668945,-0.0098829269409179,-0.597238540649414
