V,µA,V.1,µA.1,V.2,µA.2,V.3,µA.3,V.4,µA.4,V.5,µA.5,V.6,µA.6,V.7,µA.7
-0.301055908203125,-0.160932540893555,-0.301055908203125,-0.602960586547852,-0.301055908203125,-0.0531673431396484,-0.301055908203125,-0.839476585388184,-0.301055908203125,-0.0917911529541016,-0.301055908203125,-0.243425369262695,-0.301055908203125,-1.24097347259521,-0.301055908203125,-0.130414962768555
-0.301993370056152,-0.159978866577148,-0.301993370056152,-0.596284866333008,-0.301993370056152,-0.0541210174560547,-0.301993370056152,-0.833277702331543,-0.301993370056152,-0.0908374786376953,-0.301993370056152,-0.238180160522461,-0.301993370056152,-1.2538480758667,-0.301993370056152,-0.12660026550293
-0.303009033203125,-0.159025192260742,-0.303009033203125,-0.595808029174805,-0.303009033203125,-0.0517368316650391,-0.303009033203125,-0.831847190856934,-0.303009033203125,-0.0884532928466797,-0.303009033203125,-0.23341178894043,-0.303009033203125,-1.27149105072021,-0.303009033203125,-0.12516975402832
-0.304024696350098,-0.158548355102539,-0.304024696350098,-0.595331192016602,-0.304024696350098,-0.0512599945068359,-0.304024696350098,-0.832324028015137,-0.304024696350098,-0.0894069671630859,-0.304024696350098,-0.228643417358398,-0.304024696350098,-1.29104137420654,-0.304024696350098,-0.125646591186523
-0.304962158203125,-0.158071517944336,-0.304962158203125,-0.594854354858398,-0.304962158203125,-0.0522136688232422,-0.304962158203125,-0.831847190856934,-0.304962158203125,-0.0884532928466797,-0.304962158203125,-0.228643417358398,-0.304962158203125,-1.30582332611084,-0.304962158203125,-0.124692916870117
-0.305977821350098,-0.158548355102539,-0.305977821350098,-0.594854354858398,-0.305977821350098,-0.0526905059814453,-0.305977821350098,-0.830416679382324,-0.305977821350098,-0.0889301300048828,-0.305977821350098,-0.227689743041992,-0.305977821350098,-1.32108211517334,-0.305977821350098,-0.124216079711914
-0.30699348449707,-0.159978866577148,-0.30699348449707,-0.594854354858398,-0.30699348449707,-0.0531673431396484,-0.30699348449707,-0.83280086517334,-0.30699348449707,-0.0879764556884766,-0.30699348449707,-0.226736068725586,-0.30699348449707,-1.33920192718506,-0.30699348449707,-0.123262405395508
-0.307930946350098,-0.159978866577148,-0.307930946350098,-0.594854354858398,-0.307930946350098,-0.0517368316650391,-0.307930946350098,-0.831847190856934,-0.307930946350098,-0.0894069671630859,-0.307930946350098,-0.22578239440918,-0.307930946350098,-1.35446071624756,-0.307930946350098,-0.121355056762695
-0.30894660949707,-0.160455703735352,-0.30894660949707,-0.595808029174805,-0.30894660949707,-0.0526905059814453,-0.30894660949707,-0.833277702331543,-0.30894660949707,-0.0879764556884766,-0.30894660949707,-0.22578239440918,-0.30894660949707,-1.37401103973389,-0.30894660949707,-0.123739242553711
-0.309962272644043,-0.161409378051758,-0.309962272644043,-0.594854354858398,-0.309962272644043,-0.0531673431396484,-0.309962272644043,-0.833754539489746,-0.309962272644043,-0.0889301300048828,-0.309962272644043,-0.226736068725586,-0.309962272644043,-1.39403820037842,-0.309962272644043,-0.122308731079102
-0.31089973449707,-0.161409378051758,-0.31089973449707,-0.595808029174805,-0.31089973449707,-0.0526905059814453,-0.31089973449707,-0.834231376647949,-0.31089973449707,-0.0884532928466797,-0.31089973449707,-0.22578239440918,-0.31089973449707,-1.40929698944092,-0.31089973449707,-0.121355056762695
-0.311915397644043,-0.162839889526367,-0.311915397644043,-0.594854354858398,-0.311915397644043,-0.0522136688232422,-0.311915397644043,-0.833754539489746,-0.311915397644043,-0.0879764556884766,-0.311915397644043,-0.22435188293457,-0.311915397644043,-1.42598628997803,-0.311915397644043,-0.121831893920898
-0.312931060791016,-0.162363052368164,-0.312931060791016,-0.595331192016602,-0.312931060791016,-0.0529289245605469,-0.312931060791016,-0.834231376647949,-0.312931060791016,-0.0883340835571289,-0.312931060791016,-0.225305557250977,-0.312931060791016,-1.44172191619873,-0.312931060791016,-0.120878219604492
-0.313946723937988,-0.16331672668457,-0.313946723937988,-0.596284866333008,-0.313946723937988,-0.0536441802978516,-0.313946723937988,-0.8343505859375,-0.313946723937988,-0.0884532928466797,-0.313946723937988,-0.224828720092773,-0.313946723937988,-1.45650386810303,-0.313946723937988,-0.121831893920898
-0.314884185791016,-0.16474723815918,-0.314884185791016,-0.596284866333008,-0.314884185791016,-0.0531673431396484,-0.314884185791016,-0.834708213806152,-0.314884185791016,-0.0884532928466797,-0.314884185791016,-0.224828720092773,-0.314884185791016,-1.47271633148193,-0.314884185791016,-0.121355056762695
-0.315899848937988,-0.166177749633789,-0.315899848937988,-0.596761703491211,-0.315899848937988,-0.0541210174560547,-0.315899848937988,-0.834708213806152,-0.315899848937988,-0.0884532928466797,-0.315899848937988,-0.224828720092773,-0.315899848937988,-1.48749828338623,-0.315899848937988,-0.121831893920898
-0.316915512084961,-0.165700912475586,-0.316915512084961,-0.596284866333008,-0.316915512084961,-0.0545978546142578,-0.316915512084961,-0.835185050964355,-0.316915512084961,-0.0894069671630859,-0.316915512084961,-0.226259231567383,-0.316915512084961,-1.50418758392334,-0.316915512084961,-0.120878219604492
-0.317852973937988,-0.167131423950195,-0.317852973937988,-0.596761703491211,-0.317852973937988,-0.0545978546142578,-0.317852973937988,-0.836138725280762,-0.317852973937988,-0.0889301300048828,-0.317852973937988,-0.225305557250977,-0.317852973937988,-1.51801586151123,-0.317852973937988,-0.121355056762695
-0.318868637084961,-0.168085098266602,-0.318868637084961,-0.597238540649414,-0.318868637084961,-0.0536441802978516,-0.318868637084961,-0.836615562438965,-0.318868637084961,-0.0908374786376953,-0.318868637084961,-0.225067138671875,-0.318868637084961,-1.53375148773193,-0.318868637084961,-0.121355056762695
-0.319884300231934,-0.169038772583008,-0.319884300231934,-0.597238540649414,-0.319884300231934,-0.0541210174560547,-0.319884300231934,-0.836615562438965,-0.319884300231934,-0.0894069671630859,-0.319884300231934,-0.22435188293457,-0.319884300231934,-1.54710292816162,-0.319884300231934,-0.120401382446289
-0.320821762084961,-0.170469284057617,-0.320821762084961,-0.598669052124023,-0.320821762084961,-0.0536441802978516,-0.320821762084961,-0.837092399597168,-0.320821762084961,-0.0908374786376953,-0.320821762084961,-0.22435188293457,-0.320821762084961,-1.5585470199585,-0.320821762084961,-0.119924545288086
-0.321837425231934,-0.17094612121582,-0.321837425231934,-0.599145889282227,-0.321837425231934,-0.0545978546142578,-0.321837425231934,-0.837092399597168,-0.321837425231934,-0.0908374786376953,-0.321837425231934,-0.223875045776367,-0.321837425231934,-1.57571315765381,-0.321837425231934,-0.120878219604492
-0.322853088378906,-0.17237663269043,-0.322853088378906,-0.59819221496582,-0.322853088378906,-0.0545978546142578,-0.322853088378906,-0.837092399597168,-0.322853088378906,-0.0908374786376953,-0.322853088378906,-0.223875045776367,-0.322853088378906,-1.58811092376709,-0.322853088378906,-0.120878219604492
-0.323868751525879,-0.17237663269043,-0.323868751525879,-0.599145889282227,-0.323868751525879,-0.0545978546142578,-0.323868751525879,-0.838522911071777,-0.323868751525879,-0.0903606414794922,-0.323868751525879,-0.223875045776367,-0.323868751525879,-1.60718441009521,-0.323868751525879,-0.120878219604492
-0.324806213378906,-0.173807144165039,-0.324806213378906,-0.59962272644043,-0.324806213378906,-0.0545978546142578,-0.324806213378906,-0.83899974822998,-0.324806213378906,-0.0898838043212891,-0.324806213378906,-0.223875045776367,-0.324806213378906,-1.61910533905029,-0.324806213378906,-0.120878219604492
-0.325821876525879,-0.174760818481445,-0.325821876525879,-0.599503517150879,-0.325821876525879,-0.0542402267456055,-0.325821876525879,-0.839476585388184,-0.325821876525879,-0.0908374786376953,-0.325821876525879,-0.223875045776367,-0.325821876525879,-1.63007259368896,-0.325821876525879,-0.120878219604492
-0.326837539672852,-0.176191329956055,-0.326837539672852,-0.59962272644043,-0.326837539672852,-0.0541210174560547,-0.326837539672852,-0.839476585388184,-0.326837539672852,-0.0913143157958984,-0.326837539672852,-0.223875045776367,-0.326837539672852,-1.64151668548584,-0.326837539672852,-0.119447708129883
-0.327775001525879,-0.178098678588867,-0.327775001525879,-0.59962272644043,-0.327775001525879,-0.0536441802978516,-0.327775001525879,-0.839953422546387,-0.327775001525879,-0.0913143157958984,-0.327775001525879,-0.22435188293457,-0.327775001525879,-1.66154384613037,-0.327775001525879,-0.120401382446289
-0.328790664672852,-0.177621841430664,-0.328790664672852,-0.600576400756836,-0.328790664672852,-0.0542402267456055,-0.328790664672852,-0.840907096862793,-0.328790664672852,-0.0908374786376953,-0.328790664672852,-0.223875045776367,-0.328790664672852,-1.67346477508545,-0.328790664672852,-0.11897087097168
-0.329806327819824,-0.179529190063477,-0.329806327819824,-0.600576400756836,-0.329806327819824,-0.0545978546142578,-0.329806327819824,-0.839953422546387,-0.329806327819824,-0.0913143157958984,-0.329806327819824,-0.224828720092773,-0.329806327819824,-1.68252468109131,-0.329806327819824,-0.119924545288086
-0.330743789672852,-0.182390213012695,-0.330743789672852,-0.600814819335938,-0.330743789672852,-0.0545978546142578,-0.330743789672852,-0.84043025970459,-0.330743789672852,-0.0917911529541016,-0.330743789672852,-0.223875045776367,-0.330743789672852,-1.69396877288818,-0.330743789672852,-0.119924545288086
-0.331759452819824,-0.182390213012695,-0.331759452819824,-0.601053237915039,-0.331759452819824,-0.0545978546142578,-0.331759452819824,-0.841860771179199,-0.331759452819824,-0.0922679901123047,-0.331759452819824,-0.225305557250977,-0.331759452819824,-1.70541286468506,-0.331759452819824,-0.119924545288086
-0.332775115966797,-0.183820724487305,-0.332775115966797,-0.601053237915039,-0.332775115966797,-0.0545978546142578,-0.332775115966797,-0.841860771179199,-0.332775115966797,-0.0932216644287109,-0.332775115966797,-0.224828720092773,-0.332775115966797,-1.71447277069092,-0.332775115966797,-0.119447708129883
-0.333712577819824,-0.184774398803711,-0.333712577819824,-0.601530075073242,-0.333712577819824,-0.0545978546142578,-0.333712577819824,-0.842814445495605,-0.333712577819824,-0.0932216644287109,-0.333712577819824,-0.224828720092773,-0.333712577819824,-1.72591686248779,-0.333712577819824,-0.119924545288086
-0.334728240966797,-0.18620491027832,-0.334728240966797,-0.602006912231445,-0.334728240966797,-0.0550746917724609,-0.334728240966797,-0.843291282653809,-0.334728240966797,-0.0934600830078125,-0.334728240966797,-0.226259231567383,-0.334728240966797,-1.73879146575928,-0.334728240966797,-0.120878219604492
-0.335742950439453,-0.188112258911133,-0.335742950439453,-0.602006912231445,-0.335742950439453,-0.0545978546142578,-0.335742950439453,-0.844244956970215,-0.335742950439453,-0.0936985015869141,-0.335742950439453,-0.227689743041992,-0.335742950439453,-1.75405025482178,-0.335742950439453,-0.120401382446289
-0.336758613586426,-0.189065933227539,-0.336758613586426,-0.602006912231445,-0.336758613586426,-0.0541210174560547,-0.336758613586426,-0.844721794128418,-0.336758613586426,-0.0936985015869141,-0.336758613586426,-0.22578239440918,-0.336758613586426,-1.76358699798584,-0.336758613586426,-0.120878219604492
