V,µA,V.1,µA.1,V.2,µA.2,V.3,µA.3,V.4,µA.4,V.5,µA.5,V.6,µA.6,V.7,µA.7
-0.0009765625,-4.04144763946533,-0.0009765625,-2.72060394287109,-0.0009765625,-1.13511562347412,-0.0009765625,-3.09968948364258,-0.0009765625,-1.02830410003662,-0.0009765625,-2.23709106445313,-0.0009765625,-1.02210521697998,-0.0009765625,-1.32871150970459
-0.00191402435302734,-3.94798755645752,-0.0019140243530273,-2.68674850463867,-0.0019140243530273,-1.11365795135498,-0.0019140243530273,-3.05009841918945,-0.0019140243530273,-1.00255489349365,-0.0019140243530273,-2.1717643737793,-0.0019140243530273,-0.996356010437012,-0.0019140243530273,-1.31106853485107
-0.0029296875,-3.89410495758057,-0.0029296875,-2.67244338989258,-0.0029296875,-1.09172344207764,-0.0029296875,-3.01910400390625,-0.0029296875,-1.00017070770264,-0.0029296875,-2.14887619018555,-0.0029296875,-0.995879173278809,-0.0029296875,-1.29008769989014
-0.00394535064697266,-3.84975910186768,-0.0039453506469726,-2.65336990356445,-0.0039453506469726,-1.09506130218506,-0.0039453506469726,-3.01576614379883,-0.0039453506469726,-0.983481407165527,-0.0039453506469726,-2.12408065795898,-0.0039453506469726,-0.989680290222168,-0.0039453506469726,-1.27196788787842
-0.0048828125,-3.81876468658447,-0.0048828125,-2.64764785766602,-0.0048828125,-1.08170986175537,-0.0048828125,-2.9966926574707,-0.0048828125,-0.983004570007324,-0.0048828125,-2.095947265625,-0.0048828125,-0.988845825195313,-0.0048828125,-1.26004695892334
-0.00589847564697266,-3.78061771392822,-0.0058984756469726,-2.64383316040039,-0.0058984756469726,-1.06931209564209,-0.0058984756469726,-2.99049377441406,-0.0058984756469726,-0.979189872741699,-0.0058984756469726,-2.07592010498047,-0.0058984756469726,-0.984911918640137,-0.0058984756469726,-1.25575542449951
-0.00691413879394531,-3.73817920684814,-0.0069141387939453,-2.62428283691406,-0.0069141387939453,-1.05834484100342,-0.0069141387939453,-2.96855926513672,-0.0069141387939453,-0.97012996673584,-0.0069141387939453,-2.0659065246582,-0.0069141387939453,-0.984911918640137,-0.0069141387939453,-1.23620510101318
-0.00792980194091797,-3.7014627456665,-0.0079298019409179,-2.61951446533203,-0.0079298019409179,-1.04690074920654,-0.0079298019409179,-2.9499626159668,-0.0079298019409179,-0.969176292419434,-0.0079298019409179,-2.04540252685547,-0.0079298019409179,-0.984435081481934,-0.0079298019409179,-1.22142314910889
-0.00886726379394531,-3.68334293365479,-0.0088672637939453,-2.60997772216797,-0.0088672637939453,-1.04976177215576,-0.0088672637939453,-2.92278289794922,-0.0088672637939453,-0.966792106628418,-0.0088672637939453,-2.02346801757813,-0.0088672637939453,-0.972514152526855,-0.0088672637939453,-1.1928129196167
-0.00988292694091797,-3.63613605499268,-0.0098829269409179,-2.5990104675293,-0.0098829269409179,-1.04165554046631,-0.0098829269409179,-2.93231964111328,-0.0098829269409179,-0.962977409362793,-0.0098829269409179,-1.99342727661133,-0.0098829269409179,-0.982050895690918,-0.0098829269409179,-1.19805812835693
-0.0108985900878906,-3.60561847686768,-0.0108985900878906,-2.58327484130859,-0.0108985900878906,-1.01876735687256,-0.0108985900878906,-2.91324615478516,-0.0108985900878906,-0.959162712097168,-0.0108985900878906,-1.96815490722656,-0.0108985900878906,-0.998740196228027,-0.0108985900878906,-1.19090557098389
-0.011836051940918,-3.55936527252197,-0.011836051940918,-2.56753921508789,-0.011836051940918,-1.02878093719482,-0.011836051940918,-2.89560317993164,-0.011836051940918,-0.957732200622559,-0.011836051940918,-1.9590950012207,-0.011836051940918,-0.972514152526855,-0.011836051940918,-1.16849422454834
-0.0128517150878906,-3.533616065979,-0.0128517150878906,-2.56372451782227,-0.0128517150878906,-1.01066112518311,-0.0128517150878906,-2.88463592529297,-0.0128517150878906,-0.943427085876465,-0.0128517150878906,-1.94049835205078,-0.0128517150878906,-0.984435081481934,-0.0128517150878906,-1.16134166717529
-0.0138673782348633,-3.48402500152588,-0.0138673782348633,-2.54655838012695,-0.0138673782348633,-0.993494987487793,-0.0138673782348633,-2.86842346191406,-0.0138673782348633,-0.944380760192871,-0.0138673782348633,-1.92714691162109,-0.0138673782348633,-0.984554290771484,-0.0138673782348633,-1.15466594696045
-0.0148048400878906,-3.45160007476807,-0.0148048400878906,-2.54608154296875,-0.0148048400878906,-0.986342430114746,-0.0148048400878906,-2.85221099853516,-0.0148048400878906,-0.924830436706543,-0.0148048400878906,-1.89424514770508,-0.0148048400878906,-0.990633964538574,-0.0148048400878906,-1.15514278411865
-0.0158205032348633,-3.43348026275635,-0.0158205032348633,-2.53416061401367,-0.0158205032348633,-0.980143547058105,-0.0158205032348633,-2.85316467285156,-0.0158205032348633,-0.921492576599121,-0.0158205032348633,-1.87946319580078,-0.0158205032348633,-0.990633964538574,-0.0158205032348633,-1.1317777633667
-0.0168361663818359,-3.37721347808838,-0.0168361663818359,-2.5079345703125,-0.0168361663818359,-0.974898338317871,-0.0168361663818359,-2.81930923461914,-0.0168361663818359,-0.921492576599121,-0.0168361663818359,-1.84178829193115,-0.0168361663818359,-0.987296104431152,-0.0168361663818359,-1.13797664642334
-0.0178518295288086,-3.36910724639893,-0.0178518295288086,-2.49362945556641,-0.0178518295288086,-0.968222618103027,-0.0178518295288086,-2.81978607177734,-0.0178518295288086,-0.90909481048584,-0.0178518295288086,-1.83988094329834,-0.0178518295288086,-0.988249778747559,-0.0178518295288086,-1.09935283660889
-0.0187892913818359,-3.34240436553955,-0.0187892913818359,-2.50364303588867,-0.0187892913818359,-0.956301689147949,-0.0187892913818359,-2.79499053955078,-0.0187892913818359,-0.901942253112793,-0.0187892913818359,-1.81174755096436,-0.0187892913818359,-0.987534523010254,-0.0187892913818359,-1.09887599945068
-0.0198049545288086,-3.289475440979,-0.0198049545288086,-2.48313903808594,-0.0198049545288086,-0.945334434509277,-0.0198049545288086,-2.78736114501953,-0.0198049545288086,-0.905756950378418,-0.0198049545288086,-1.80745601654053,-0.0198049545288086,-0.981097221374512,-0.0198049545288086,-1.09220027923584
-0.0208206176757813,-3.27040195465088,-0.0208206176757813,-2.4921989440918,-0.0208206176757813,-0.945334434509277,-0.0208206176757813,-2.76971817016602,-0.0208206176757813,-0.907187461853027,-0.0208206176757813,-1.79887294769287,-0.0208206176757813,-0.993494987487793,-0.0208206176757813,-1.09410762786865
-0.0217580795288086,-3.24608325958252,-0.0217580795288086,-2.46978759765625,-0.0217580795288086,-0.946288108825684,-0.0217580795288086,-2.76590347290039,-0.0217580795288086,-0.897173881530762,-0.0217580795288086,-1.7721700668335,-0.0217580795288086,-0.974898338317871,-0.0217580795288086,-1.07932567596436
-0.0227737426757813,-3.21651935577393,-0.0227737426757813,-2.46120452880859,-0.0227737426757813,-0.935797691345215,-0.0227737426757813,-2.75445938110352,-0.0227737426757813,-0.886683464050293,-0.0227737426757813,-1.76787853240967,-0.0227737426757813,-0.978713035583496,-0.0227737426757813,-1.07360363006592
