µA.1
-1.66726589202881
-1.63627147674561
-1.63293361663818
-1.61910533905029
-1.60670757293701
-1.60050868988037
-1.60050868988037
-1.59907817840576
-1.60718441009521
-1.57809734344482
-1.59383296966553
-1.58858776092529
-1.57714366912842
-1.56188488006592
-1.5595006942749
-1.54138088226318
-1.55425548553467
-1.54042720794678
-1.51181697845459
-1.52326107025146
-1.50180339813232
-1.54042720794678
-1.51849269866943
-1.49226665496826
-1.50704860687256
-1.50275707244873
-1.48702144622803
-1.49178981781006
-1.4832067489624
-1.48606777191162
-1.48606777191162
-1.47033214569092
-1.46604061126709
-1.44076824188232
-1.46937847137451
-1.44649028778076
-1.44553661346436
-1.4442253112793
-1.44172191619873
-1.44315242767334
-1.42503261566162
-1.43409252166748
-1.42026424407959
-1.41835689544678
-1.39976024627686
-1.41549587249756
-1.38450145721436
-1.39499187469482
-1.38926982879639
-1.40405178070068
-1.38783931732178
-1.36924266815186
-1.3763952255249
-1.37210369110107
-1.39213085174561
-1.39546871185303
-1.37687206268311
-1.39308452606201
-1.37496471405029
-1.36542797088623
-1.3754415512085
-1.3458776473999
-1.35350704193115
-1.37019634246826
-1.35922908782959
-1.34778499603271
-1.33347988128662
-1.33681774139404
-1.33312225341797
-1.33157253265381
-1.3306188583374
-1.32441997528076
-1.32251262664795
-1.32060527801514
-1.32251262664795
-1.31774425506592
-1.30796909332275
-1.29819393157959
-1.29342555999756
-1.29628658294678
-1.28961086273193
-1.30630016326904
-1.31869792938232
-1.3144063949585
-1.28579616546631
-1.299147605896
-1.27625942230225
-1.30486965179443
-1.29819393157959
-1.28055095672607
-1.27482891082764
-1.27780914306641
-1.27435207366943
-1.28150463104248
-1.28245830535889
-1.28698825836182
-1.29390239715576
-1.29008769989014
-1.27053737640381
-1.26529216766357
-1.27101421356201
-1.25051021575928
-1.2691068649292
-1.25718593597412
-1.26195430755615
-1.25670909881592
-1.25718593597412
-1.24955654144287
-1.246337890625
-1.24001979827881
-1.2385892868042
-1.24717235565186
-1.23572826385498
-1.24383449554443
-1.22762203216553
-1.23286724090576
-1.2308406829834
-1.23000621795654
-1.23286724090576
-1.23572826385498
-1.2390661239624
-1.23572826385498
-1.22714519500732
-1.21903896331787
-1.22762203216553
-1.22571468353271
-1.22130393981934
-1.21760845184326
-1.21427059173584
-1.21546268463135
-1.21856212615967
-1.21140956878662
-1.22094631195068
-1.22809886932373
-1.19901180267334
-1.23477458953857
-1.21522426605225
-1.18518352508545
-1.21856212615967
-1.19996547698975
-1.20139598846436
-1.20091915130615
-1.22094631195068
-1.20473384857178
-1.21903896331787
-1.20616436004639
-1.1923360824585
-1.21427059173584
-1.19996547698975
-1.20378017425537
-1.19042873382568
-1.18518352508545
-1.17516994476318
-1.18852138519287
-1.19317054748535
-1.20187282562256
-1.20711803436279
-1.19853496551514
-1.20902538299561
-1.21665477752686
-1.19996547698975
-1.18709087371826
-1.19662761688232
-1.2228536605835
-1.20473384857178
-1.18709087371826
-1.20139598846436
-1.19376659393311
-1.18327617645264
-1.20282649993896
-1.19185924530029
-1.18852138519287
-1.17946147918701
-1.18327617645264
-1.17421627044678
-1.16420269012451
-1.16789817810059
-1.16992473602295
-1.16324901580811
-1.16849422454834
-1.17040157318115
-1.17040157318115
-1.17040157318115
-1.1775541305542
-1.18852138519287
-1.15609645843506
-1.18661403656006
-1.1775541305542
-1.17898464202881
-1.17886543273926
-1.18041515350342
-1.17850780487061
-1.17135524749756
-1.17087841033936
-1.17278575897217
-1.16801738739014
-1.17564678192139
-1.15752696990967
-1.17183208465576
-1.16372585296631
-1.16467952728271
-1.18089199066162
-1.177077293396
-1.16372585296631
-1.15085124969482
-1.17660045623779
-1.18518352508545
-1.16992473602295
-1.16134166717529
-1.17040157318115
-1.17040157318115
-1.16038799285889
-1.16706371307373
-1.17993831634521
-1.16849422454834
-1.13463878631592
-1.16801738739014
-1.15037441253662
-1.16563320159912
-1.177077293396
-1.15705013275146
-1.14846706390381
-1.15943431854248
-1.15275859832764
-1.16134166717529
-1.15919589996338
-1.15991115570068
-1.1627721786499
-1.15323543548584
-1.16134166717529
-1.15037441253662
-1.16420269012451
-1.14274501800537
-1.16992473602295
-1.1622953414917
-1.17373943328857
-1.15800380706787
-1.15371227264404
-1.15657329559326
-1.17230892181396
-1.14179134368896
-1.17040157318115
-1.1627721786499
-1.17373943328857
-1.15991115570068
-1.15132808685303
-1.16324901580811
-1.15895748138428
-1.18041515350342
-1.15323543548584
-1.13702297210693
-1.1618185043335
-1.1618185043335
-1.15561962127686
-1.13511562347412
-1.14417552947998
-1.15514278411865
-1.15561962127686
-1.15180492401123
-1.1470365524292
-1.15180492401123
-1.15132808685303
-1.15705013275146
-1.15800380706787
-1.15991115570068
-1.16050720214844
-1.1627721786499
-1.16134166717529
-1.12510204315186
-1.12653255462646
-1.15561962127686
-1.13606929779053
-1.16944789886475
-1.15323543548584
-1.14179134368896
-1.16038799285889
-1.15561962127686
-1.15609645843506
-1.14179134368896
-1.14942073822021
-1.13988399505615
-1.15705013275146
-1.17946147918701
-1.14369869232178
-1.15275859832764
-1.15204334259033
-1.15705013275146
-1.15466594696045
-1.15180492401123
-1.15323543548584
-1.14715576171875
-1.14131450653076
-1.14226818084717
-1.13320827484131
-1.14274501800537
-1.15848064422607
-1.15752696990967
-1.15180492401123
-1.1475133895874
-1.14417552947998
-1.14894390106201
-1.146559715271
-1.15657329559326
-1.16324901580811
-1.15466594696045
-1.17278575897217
-1.14942073822021
-1.16754055023193
-1.16801738739014
-1.16312980651855
-1.15466594696045
-1.1622953414917
